content,date,title,category,author,source,fetched_at,clean_text
"Jemi përbetuar që me shqiptarët e Kosovës përbëjmë një e vetme, se Kosova është Shqipëri e Shqipëria është Kosovë. Nga ana shpirtërore e besoj që kështu është. Po sa konkretisht jemi të tillë?",2018-09-26 17:02:07,Shqiptarët e Shqipërisë dhe Kosova,Opinione,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Jemi përbetuar që me shqiptarët e Kosovës përbëjmë një e vetme, se Kosova është Shqipëri e Shqipëria është Kosovë. Nga ana shpirtërore e besoj që kështu është. Po sa konkretisht jemi të tillë?"
"Në të ashtuquajturën paketë të bisedimeve diplomatike, që po zhvillohen prej afro një viti midis Shqipërisë dhe Greqisë, ku me miratimin e të dy palëve është përjashtuar çështja çame, figuron edhe një temë e quajtur “çështja e minoritetit grek ne Shqipëri”. Përfshirjen e saj ne agjendën e bisedimeve diplomatike dypalëshe e konfirmoi personalisht kryeministri grek, Aleksis Cipras, në 9 shtator. Madje ai specifikoi se kjo çështje është një nga kushtet, që Greqia i vendos Shqipërisë për t’i dhënë votën për hapjen e bisedimeve të pranimit në BE. Pyetni kë të doni nga kryeministrat dhe ministrat e jashtëm shqiptarë të periudhës së tranzicionit: Çfarë është kjo “çështje e minoritetit grek” në Shqipëri, që figuron si çështje e pazgjidhur në marrëdhëniet e tanishme midis dy vendeve tona? Asnjeri nuk do të dijë të përgjigjet, por kanë pranuar verbërisht ekzistencën e një “çështje të minoritetit grek” në marrëdhëniet dypalëshe. Nuk do të dinë të përgjigjen, ndonëse kjo çështje ka 30 vjet, që shërben si litari grek rreth qafës së diplomacisë shqiptare për ta sjellë vërdallë si ariu në cirk dhe për të plotësuar kërkesat dhe hapat e një strategjie të rafinuar të Athinës për vendosjen e kontrollit në Shqipëri.",2018-09-26 17:02:59,Nuk ekziston “çështja e minoritetit grek”,Opinione,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Në të ashtuquajturën paketë të bisedimeve diplomatike, që po zhvillohen prej afro një viti midis Shqipërisë dhe Greqisë, ku me miratimin e të dy palëve është përjashtuar çështja çame, figuron edhe një temë e quajtur “çështja e minoritetit grek ne Shqipëri”. Përfshirjen e saj ne agjendën e bisedimeve diplomatike dypalëshe e konfirmoi personalisht kryeministri grek, Aleksis Cipras, në 9 shtator. Madje ai specifikoi se kjo çështje është një nga kushtet, që Greqia i vendos Shqipërisë për t’i dhënë votën për hapjen e bisedimeve të pranimit në BE. Pyetni kë të doni nga kryeministrat dhe ministrat e jashtëm shqiptarë të periudhës së tranzicionit: Çfarë është kjo “çështje e minoritetit grek” në Shqipëri, që figuron si çështje e pazgjidhur në marrëdhëniet e tanishme midis dy vendeve tona? Asnjeri nuk do të dijë të përgjigjet, por kanë pranuar verbërisht ekzistencën e një “çështje të minoritetit grek” në marrëdhëniet dypalëshe. Nuk do të dinë të përgjigjen, ndonëse kjo çështje ka 30 vjet, që shërben si litari grek rreth qafës së diplomacisë shqiptare për ta sjellë vërdallë si ariu në cirk dhe për të plotësuar kërkesat dhe hapat e një strategjie të rafinuar të Athinës për vendosjen e kontrollit në Shqipëri."
Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë,2018-09-26 17:08:41,Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë,Ballina,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë Me pjesën e dytë të marrëveshjes do të intensifikohet bashkëpunimi në mes Maqedonisë
"Vendimi i KPA u mor nga trupa gjykuese e kryesuar nga Albana Shtylla, relatore Ina Rama dhe anëtarë Luan Daci, Natasha Mulaj, Rezarta Schuetz. Kolegji i Posaçëm i Apelimit, në përfundim të gjykimit, bazuar në nenin 66, pika 1, shkronja “a” e ligjit nr. 84/2016 “Për rivlerësimin kalimtar të gjyqtarëve dhe prokurorëve në Republikën e Shqipërisë” vendosi me shumicë votash: Kolegji i i Posaçëm i Apelimit, do të publikojë vendimin e plotë të arsyetuar brenda 30 ditëve nga shpallja e tij.",2018-09-26 17:13:09,Anëtari i Gjykatës Kushtetuese ngel dhe shkarkohet Fatmir Hoxha,Ballkani,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Vendimi i KPA u mor nga trupa gjykuese e kryesuar nga Albana Shtylla, relatore Ina Rama dhe anëtarë Luan Daci, Natasha Mulaj, Rezarta Schuetz. Kolegji i Posaçëm i Apelimit, në përfundim të gjykimit, bazuar në nenin 66, pika 1, shkronja “a” e ligjit nr. 84/2016 “Për rivlerësimin kalimtar të gjyqtarëve dhe prokurorëve në Republikën e Shqipërisë” vendosi me shumicë votash: Kolegji i i Posaçëm i Apelimit, do të publikojë vendimin e plotë të arsyetuar brenda 30 ditëve nga shpallja e tij."
"Për një vit, Maqedonia bëri një hap serioz përpara në të ardhmen e saj Euro-Atlantike, tha profesor Vllado Buçkovski, ish-kryeministri dhe ministri i mbrojtjes në emisionin “Bota është biznes” në televizioni bullgar “Bloomberg”, përcjell Telegrafi Maqedoni. “Referendumi për emrin është moment historik për Maqedoninë, e drejtuar drejtuar drejtë zgjedhjes për anëtarësim në BE. Për fat të keq me Greqinë ishte zgjidhja e vetme që ta hapim derën drejtë BE-së. Është e qartë se mbi 700 mijë qytetarë të Maqedonisë do të votojnë “për”, por tani nuk dihet se a do të bashkohen ato që janë kundër”, tha Buçkovski.",2018-09-26 17:14:10,Për një vit Maqedonia ka bërë hapa pozitiv drejt integrimeve euroatlantike,Ballkani,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Për një vit, Maqedonia bëri një hap serioz përpara në të ardhmen e saj Euro-Atlantike, tha profesor Vllado Buçkovski, ish-kryeministri dhe ministri i mbrojtjes në emisionin “Bota është biznes” në televizioni bullgar “Bloomberg”, përcjell Telegrafi Maqedoni. “Referendumi për emrin është moment historik për Maqedoninë, e drejtuar drejtuar drejtë zgjedhjes për anëtarësim në BE. Për fat të keq me Greqinë ishte zgjidhja e vetme që ta hapim derën drejtë BE-së. Është e qartë se mbi 700 mijë qytetarë të Maqedonisë do të votojnë “për”, por tani nuk dihet se a do të bashkohen ato që janë kundër”, tha Buçkovski."
"Duhet pranuar edhe një fakt, ka shumë individë të cilët e kanë keqpërdor PDK-në, pastaj janë munduar të abuzojnë, pikërisht kanë abuzuar me PDK-në, pastaj e kanë sulmuar PDK-në. Janë shumë, të cilët sot i keni edhe shumë aktivë në skenën politike kosovare. Fat i mirë që nuk janë me ne edhe fat i mirë edhe disa të shkojnë, por, fat i mirë se shumë të tjerë të mirë do të vijnë dhe ne do të jemi të fuqishëm për Kosovën. Motivi, ideali, filozofia politike e PDK-së nuk është konflikti, është mirëqenia e qytetarëve, është zhvillimi ekonomik, forcimi i shtetit ligjor dhe për këtë do të jemi pa kompromis”, tha Veseli, raporton KP. Veseli thotë se zgjedhjet në PDK do të jenë shembull i një procesi zgjedhor në Kosovë. Sipas tij në PDK do të ketë një gërshetim i gjeneratave. Sipas kryetarit të PDK-së do të vazhdojnë bashkë me ata të cilët janë kontributdhënësit e fuqishëm të zhvillimit të PDK-së, ndërsa fton të të rinjtë të të gjitha profileve që t’i bashkëngjiten PDK-së. Sipas Veselit, PDK është pjesë e transformimit rrënjësor që është bërë në Kosovë tash e dhjetë vjet. “Kosova jonë shtet i pavarur dhe sovran dhe partia të cilën e drejtoj unë, për 10 vite kemi bashkërrugëtuar në një transformim rrënjësor të këtij vendi. Në momentin kur po flasim Kosova jonë, me vendet e Ballkanit Perëndimor, në shumë aspekte ka gjendjen më pozitive edhe sociale, edhe infrastrukturore edhe statusin të cilin e kanë qytetarët tanë qoftë në sektorin publik, qoftë në sektorin privat. A ka për t’u bërë ma shumë? Po. A kemi pasur gjatë këtij rrugëtimi gabime? Po. Ka pak zhvillime pozitive në vendin tonë të cilat kanë ndodhur pa PDK-në. Kosova dhe PDK kanë lëvizur bashkërisht, po flas si shtet. Por, në të njëjtën kohë, gabimet në proces, të cilat lidhen me korrupsionin janë evidente. Unë do të jem me të tillët i patolerueshëm dhe në të njëjtën kohë do të ecim përpara”, tha Veseli.",2018-09-29 10:02:07,"Fat i mirë për PDK-në, që disa do të shkojnë nga partia",Lajme,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Duhet pranuar edhe një fakt, ka shumë individë të cilët e kanë keqpërdor PDK-në, pastaj janë munduar të abuzojnë, pikërisht kanë abuzuar me PDK-në, pastaj e kanë sulmuar PDK-në. Janë shumë, të cilët sot i keni edhe shumë aktivë në skenën politike kosovare. Fat i mirë që nuk janë me ne edhe fat i mirë edhe disa të shkojnë, por, fat i mirë se shumë të tjerë të mirë do të vijnë dhe ne do të jemi të fuqishëm për Kosovën. Motivi, ideali, filozofia politike e PDK-së nuk është konflikti, është mirëqenia e qytetarëve, është zhvillimi ekonomik, forcimi i shtetit ligjor dhe për këtë do të jemi pa kompromis”, tha Veseli, raporton KP. Veseli thotë se zgjedhjet në PDK do të jenë shembull i një procesi zgjedhor në Kosovë. Sipas tij në PDK do të ketë një gërshetim i gjeneratave. Sipas kryetarit të PDK-së do të vazhdojnë bashkë me ata të cilët janë kontributdhënësit e fuqishëm të zhvillimit të PDK-së, ndërsa fton të të rinjtë të të gjitha profileve që t’i bashkëngjiten PDK-së. Sipas Veselit, PDK është pjesë e transformimit rrënjësor që është bërë në Kosovë tash e dhjetë vjet. “Kosova jonë shtet i pavarur dhe sovran dhe partia të cilën e drejtoj unë, për 10 vite kemi bashkërrugëtuar në një transformim rrënjësor të këtij vendi. Në momentin kur po flasim Kosova jonë, me vendet e Ballkanit Perëndimor, në shumë aspekte ka gjendjen më pozitive edhe sociale, edhe infrastrukturore edhe statusin të cilin e kanë qytetarët tanë qoftë në sektorin publik, qoftë në sektorin privat. A ka për t’u bërë ma shumë? Po. A kemi pasur gjatë këtij rrugëtimi gabime? Po. Ka pak zhvillime pozitive në vendin tonë të cilat kanë ndodhur pa PDK-në. Kosova dhe PDK kanë lëvizur bashkërisht, po flas si shtet. Por, në të njëjtën kohë, gabimet në proces, të cilat lidhen me korrupsionin janë evidente. Unë do të jem me të tillët i patolerueshëm dhe në të njëjtën kohë do të ecim përpara”, tha Veseli."
"Një studim i fundit ka dalë në konkluzionin se femrat me fundshpinë të madhe janë më të shëndetshme. Studimi është kryer nga shkencëtarët në Qendrën e Oksfordit për Diabetin, Endokrinologjinë dhe Metabolizmin dhe Spitali Churchill kanë zbuluar se gratë me të pasme të mëdha janë më rezistente ndaj sëmundje kronike. Sipas studimit, femrat me të pasme të mëdha kanë gjasa të kenë nivel të ulët të kolesterolit dhe të prodhojnë më shumë hormone për të metabolizuar sheqerin. Për më tepër, indet dhjamore në pjesën e të pasmeve dhe te kofshët gjithashtu, kapin grimcat yndyrore të dëmshme dhe parandalojnë sëmundjet kardiovaskulare. Të pasurit një fundshpinë të madhe gjithashtu favorizon hormonin që rregullon peshën dhe atë anti-inflamator, mbrojtësit vaskular dhe veçoritë anti-diabetike. Rritja e inteligjencës ndikohet edhe nga sasia e yndyrave e Omega 3, e cila kërkon që të shtosh disa kile fillimisht. Është e provuar se yndyrat Omega 3 janë katalizator për zhvillimin e trurit.",2018-09-29 17:23:17,“Femrat me të pasme të mëdha janë më të shëndetshme”,Fun,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Një studim i fundit ka dalë në konkluzionin se femrat me fundshpinë të madhe janë më të shëndetshme. Studimi është kryer nga shkencëtarët në Qendrën e Oksfordit për Diabetin, Endokrinologjinë dhe Metabolizmin dhe Spitali Churchill kanë zbuluar se gratë me të pasme të mëdha janë më rezistente ndaj sëmundje kronike. Sipas studimit, femrat me të pasme të mëdha kanë gjasa të kenë nivel të ulët të kolesterolit dhe të prodhojnë më shumë hormone për të metabolizuar sheqerin. Për më tepër, indet dhjamore në pjesën e të pasmeve dhe te kofshët gjithashtu, kapin grimcat yndyrore të dëmshme dhe parandalojnë sëmundjet kardiovaskulare. Të pasurit një fundshpinë të madhe gjithashtu favorizon hormonin që rregullon peshën dhe atë anti-inflamator, mbrojtësit vaskular dhe veçoritë anti-diabetike. Rritja e inteligjencës ndikohet edhe nga sasia e yndyrave e Omega 3, e cila kërkon që të shtosh disa kile fillimisht. Është e provuar se yndyrat Omega 3 janë katalizator për zhvillimin e trurit."
"Getoar Selimi është një nga reperët më të suksesshëm të estradës shqiptare. Reperi gjatë ditës së djeshme ka publikuar projektin më të ri me titull “Ghetto Geasy”. Derisa po shijon suksesin e publikimit të këngës, në pushime bashkë me gruan, reperi gjen kohë të ndajë me ndjekësit disa imazhe të reja. E në një prej tyre, Geti shfaqet duke buzëqeshur, meqë kishte marrë shumë kritika përse del vetëm serioz në fotografi. “Se tani po thojn qe spo keshi”, ka qenë mbishkrimi që ai i ka lënë fotos.",2018-09-29 17:26:51,"Shfaqet gjithmonë serioz në fotografi, kështu s’e keni parë asnjëherë Ghetto Geasyn",Showbiz,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Getoar Selimi është një nga reperët më të suksesshëm të estradës shqiptare. Reperi gjatë ditës së djeshme ka publikuar projektin më të ri me titull “Ghetto Geasy”. Derisa po shijon suksesin e publikimit të këngës, në pushime bashkë me gruan, reperi gjen kohë të ndajë me ndjekësit disa imazhe të reja. E në një prej tyre, Geti shfaqet duke buzëqeshur, meqë kishte marrë shumë kritika përse del vetëm serioz në fotografi. “Se tani po thojn qe spo keshi”, ka qenë mbishkrimi që ai i ka lënë fotos."
"Presidenti i Republikës, Hashim Thaçi ka qendëruar sot në veri të Kosovës, ku ka vizituar pikën kufitare me Serbinë, Bërnjak, dhe liqenin e Ujmanit. “Paraditen e sotme e kalova duke shijuar bukuritë natyrore me barkë rreth liqenit të Ujmanit dhe duke pirë kafe në veriun e Republikës së Kosovës. I takova edhe policët dhe doganierët tanë, pjesëtarë të të gjitha komuniteteve, në vendkalimin kufitar në Bërnjak. Kosova është e bekuar me natyrën dhe qytetarët e saj. HTH”, ka shkruar Thaçi në Facebook.",2018-09-29 17:30:21,Thaçi publikon foto tjera nga vizita në veri dhe në Liqenin e Ujmanit,Lajme,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Presidenti i Republikës, Hashim Thaçi ka qendëruar sot në veri të Kosovës, ku ka vizituar pikën kufitare me Serbinë, Bërnjak, dhe liqenin e Ujmanit. “Paraditen e sotme e kalova duke shijuar bukuritë natyrore me barkë rreth liqenit të Ujmanit dhe duke pirë kafe në veriun e Republikës së Kosovës. I takova edhe policët dhe doganierët tanë, pjesëtarë të të gjitha komuniteteve, në vendkalimin kufitar në Bërnjak. Kosova është e bekuar me natyrën dhe qytetarët e saj. HTH”, ka shkruar Thaçi në Facebook."
"Nga ora 17:00, rreth 200 serbë e kanë bllokuar sot rrugën Mitrovicë – Bernjak. Sipas mediave serbe, qytetarët e pakënaqur kanë bllokuar rrugën në magjistralen Mitrovicë-Ribariq, në hyrje të Zubin Potokut. Bllokimi i rrugës është bërë te pompa e karburanteve në Zubin Potok, ku janë vendosur kamionë transportues dhe mjete tjera të rëndë për ta ndalur qarkullimin në këtë rrugë. Protesta e serbëve zhvillohet në ditën kur Presidenti i Republikës së Kosovës, Hashim Thaçi vizitoi liqenin e Ujmanit dhe pikën kufitare Bernjak. Po ashtu protestuesit kanë deklaruar se rruga është bllokuar edhe për të ndalur qarkullimin e Njësisë Speciale të Policisë së Kosovës në veri.",2018-09-29 18:36:37,Serbët bllokojnë rrugën në hyrje të Zubin Potokut,Lajme,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Nga ora 17:00, rreth 200 serbë e kanë bllokuar sot rrugën Mitrovicë – Bernjak. Sipas mediave serbe, qytetarët e pakënaqur kanë bllokuar rrugën në magjistralen Mitrovicë-Ribariq, në hyrje të Zubin Potokut. Bllokimi i rrugës është bërë te pompa e karburanteve në Zubin Potok, ku janë vendosur kamionë transportues dhe mjete tjera të rëndë për ta ndalur qarkullimin në këtë rrugë. Protesta e serbëve zhvillohet në ditën kur Presidenti i Republikës së Kosovës, Hashim Thaçi vizitoi liqenin e Ujmanit dhe pikën kufitare Bernjak. Po ashtu protestuesit kanë deklaruar se rruga është bllokuar edhe për të ndalur qarkullimin e Njësisë Speciale të Policisë së Kosovës në veri."
"Astrit Haraqija, eksponent i LDK-së, por kundërshtar i Isa Mustafës, ka komentuar pjesëmarrjen e dy deputetëve të LDK-së, Vjosa Osmani dhe Haxhi Avdyli në protestën e Vetëvendosjes. Ai i ka quajtur ‘studentë të Isa Mustafës’ Osmanin dhe Avdylin, për të cilët ka thënë se janë të katapultuar në partinë e Ibrahim Rugovës. Postimi i plotë i Haraqisë: Studentët e Isës të katapulltum në parti të Ibrahim Rugovës, Nuk pritojnë secilën herë kur Teuta del me vepru në mbrojtje të shtetit, me lyp kryqëzimin e saj Vjosa Osmani e ky Haxhia i Prizrenit ia përdhosin vendimet Isës e dalin në protestë kundër shtetit të Kosovës kishe me mbrojt shtetin, E këta studentët e Isës ku janë tash për të mbrojtur LDK-në e Isës?! Pse kur është për mbrojtje të shtetit bon me lyp linçim ndaj të bijës së presidentit, e kur është për shkatërrim Isistat e mbyllin gojën. Vjosa Osmani e Haxhija i Prizrenit qe s’ja permeni kush emrin në protestë, s’kanë dal sot me mbrojt Kosovën, por Albin TURPIN – anti-rugovistin e përbetuar!",2018-09-29 18:38:25,"Haraqija ‘godet’ Osmanin dhe Avdylin: Sot e mbrojtët Albinin, anti-rugovistin e përbetuar",Lajme,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Astrit Haraqija, eksponent i LDK-së, por kundërshtar i Isa Mustafës, ka komentuar pjesëmarrjen e dy deputetëve të LDK-së, Vjosa Osmani dhe Haxhi Avdyli në protestën e Vetëvendosjes. Ai i ka quajtur ‘studentë të Isa Mustafës’ Osmanin dhe Avdylin, për të cilët ka thënë se janë të katapultuar në partinë e Ibrahim Rugovës. Postimi i plotë i Haraqisë: Studentët e Isës të katapulltum në parti të Ibrahim Rugovës, Nuk pritojnë secilën herë kur Teuta del me vepru në mbrojtje të shtetit, me lyp kryqëzimin e saj Vjosa Osmani e ky Haxhia i Prizrenit ia përdhosin vendimet Isës e dalin në protestë kundër shtetit të Kosovës kishe me mbrojt shtetin, E këta studentët e Isës ku janë tash për të mbrojtur LDK-në e Isës?! Pse kur është për mbrojtje të shtetit bon me lyp linçim ndaj të bijës së presidentit, e kur është për shkatërrim Isistat e mbyllin gojën. Vjosa Osmani e Haxhija i Prizrenit qe s’ja permeni kush emrin në protestë, s’kanë dal sot me mbrojt Kosovën, por Albin TURPIN – anti-rugovistin e përbetuar!"
"Chelsea dhe Liverpool kanë luajtur baras 1:1 në derbin e javës së shtatë në Premierligë. Xhiroja e shtatë në elitën e futbollit anglez vuri përballë dy skuadrat më formën më të mirë në këtë fillim sezon. Edhe pse Liverpool kishte më shumë nga loja në minutat e para të ndeshjes, ishte Chelsea që e para kaloi në epërsi. Ishte Eden Hazard që shndërroi në gol për 1:0 një asistim të bukur të pranuar nga Kovacic në minutën e 25’. Liverpool nuk u dorëzua deri në fund të ndeshjes, për të arritur të dalë i pamposhtur nga ‘Stamford Bridge’. Daniel Sturridge në minutën e 89’ shënoi një super-gol nga distanca, për të barazuar në 1:1 rezultatin./Lajmi.net/",2018-09-29 18:40:39,Liverpool del i pamposhtur nga ‘Stamford Bridge’,Sport,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Chelsea dhe Liverpool kanë luajtur baras 1:1 në derbin e javës së shtatë në Premierligë. Xhiroja e shtatë në elitën e futbollit anglez vuri përballë dy skuadrat më formën më të mirë në këtë fillim sezon. Edhe pse Liverpool kishte më shumë nga loja në minutat e para të ndeshjes, ishte Chelsea që e para kaloi në epërsi. Ishte Eden Hazard që shndërroi në gol për 1:0 një asistim të bukur të pranuar nga Kovacic në minutën e 25’. Liverpool nuk u dorëzua deri në fund të ndeshjes, për të arritur të dalë i pamposhtur nga ‘Stamford Bridge’. Daniel Sturridge në minutën e 89’ shënoi një super-gol nga distanca, për të barazuar në 1:1 rezultatin./Lajmi.net/"
"Lumi B është reper shumë i kërkuar. Ai ka përmbyllur me sukses sezonin e verës, ndërsa menjëherë ka nisur punën rreth projektit të ri, shkruan lajmi.net. Reperi ka zbuluar se projekti i tij i ri lansohet të mërkurën , në orën 18:00, ndërsa titulli i tij është “Pse m’le”. Lumi ka publikuar edhe videon paralajmëruese të këngës, e cila premton të jetë hit. Kujtojmë që projekti i fundit i tij është “Kalon”, këngë kjo në duet me Dafina Zeqirin, që rezultoi shumë e suksesshme. View this post on Instagram PSE M’LE // E MERKURE , ORA 18:00 ? A post shared by LumiB on Sep 29, 2018 at 10:34am PDT",2018-09-29 18:42:46,"“Pse m’le” kënga më e re nga Lumi B, publikohet promo",Showbiz,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Lumi B është reper shumë i kërkuar. Ai ka përmbyllur me sukses sezonin e verës, ndërsa menjëherë ka nisur punën rreth projektit të ri, shkruan lajmi.net. Reperi ka zbuluar se projekti i tij i ri lansohet të mërkurën , në orën 18:00, ndërsa titulli i tij është “Pse m’le”. Lumi ka publikuar edhe videon paralajmëruese të këngës, e cila premton të jetë hit. Kujtojmë që projekti i fundit i tij është “Kalon”, këngë kjo në duet me Dafina Zeqirin, që rezultoi shumë e suksesshme. View this post on Instagram PSE M’LE // E MERKURE , ORA 18:00 ? A post shared by LumiB on Sep 29, 2018 at 10:34am PDT"
"Juventusi ka triumfuar në derbin e javës së shtatë në Serie A, duke e mposhtur Napolin që pë gjysmë ore luajti me 10 lojtarë, në një ndeshje që shkëlqyen dyshja Mario Mandzukic dhe Cristiano Ronaldo të dielën në Torino. Edhe pas plot shtatë xhirosh në edicionin e ri të kampionatit italian, kampioni në fuqi Juventusi nuk lëshon pikë, pasi duke e mposhtur Napolin 3-1 në “Allianz Arena” e ka çuar ecurinë e përkryer të fitoreve radhazi në shtatë. Mysafirët nga Napoli kaluan të parët në epërsi në këtë derbit, kur Mertens realizoi në fillim të ndeshjes. Juventusi përmbysi gjithçka në vazhdim të ndeshjes, me dy gola të shënuara nga Mandzukic dhe një nga Bonucci. Notat e lojtarëve për paraqitjen në derbin Juventus 3:1 Napoli i gjeni në fotografinë e mëposhtme.",2018-09-29 18:45:13,"Juventus 3:1 Napoli, kjo është nota për Ronaldon",Sport,ernis zejnullahu,Ballkani,2024-11-12T09:49:10Z,"Juventusi ka triumfuar në derbin e javës së shtatë në Serie A, duke e mposhtur Napolin që pë gjysmë ore luajti me 10 lojtarë, në një ndeshje që shkëlqyen dyshja Mario Mandzukic dhe Cristiano Ronaldo të dielën në Torino. Edhe pas plot shtatë xhirosh në edicionin e ri të kampionatit italian, kampioni në fuqi Juventusi nuk lëshon pikë, pasi duke e mposhtur Napolin 3-1 në “Allianz Arena” e ka çuar ecurinë e përkryer të fitoreve radhazi në shtatë. Mysafirët nga Napoli kaluan të parët në epërsi në këtë derbit, kur Mertens realizoi në fillim të ndeshjes. Juventusi përmbysi gjithçka në vazhdim të ndeshjes, me dy gola të shënuara nga Mandzukic dhe një nga Bonucci. Notat e lojtarëve për paraqitjen në derbin Juventus 3:1 Napoli i gjeni në fotografinë e mëposhtme."
